city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,month,year,day,is_night,high_risk
Bangalore,Karnataka,13.118788,77.512307,2025-02-03,22:00,22,Monday,0,highway,1,0,clear,high,36,low,weather,minor,3,2,0,No Festival,2,2025,3,1,0
Mumbai,Maharashtra,19.016608,72.700911,2024-07-22,3:00,3,Monday,0,urban,4,0,rain,medium,39,low,drunk driving,minor,3,1,0,No Festival,7,2024,22,1,0
Chandigarh,Punjab,30.6325,76.871203,2022-03-06,15:00,15,Sunday,1,rural,3,0,fog,low,18,high,drunk driving,minor,1,1,0,No Festival,3,2022,6,0,0
Hyderabad,Telangana,17.452044,78.373572,2022-04-13,5:00,5,Wednesday,0,rural,5,0,clear,high,29,medium,poor road,minor,3,2,0,No Festival,4,2022,13,1,0
Pune,Maharashtra,18.558741,73.849087,2023-08-16,10:00,10,Wednesday,0,urban,5,1,rain,low,17,low,overspeeding,fatal,5,5,1,No Festival,8,2023,16,0,1
Delhi,Delhi,28.467889,77.207821,2022-04-17,13:00,13,Sunday,1,urban,3,1,rain,low,29,medium,drunk driving,minor,3,3,0,No Festival,4,2022,17,0,0
Hyderabad,Telangana,17.41048,78.336867,2022-08-07,10:00,10,Sunday,1,urban,3,1,rain,medium,19,high,poor road,major,4,1,1,No Festival,8,2022,7,0,1
Delhi,Delhi,28.86004,76.838224,2023-01-26,2:00,2,Thursday,0,rural,1,1,fog,low,40,low,distraction,major,4,3,0,No Festival,1,2023,26,1,1
Chandigarh,Punjab,30.716094,76.704366,2024-12-13,2:00,2,Friday,0,highway,3,0,clear,high,35,low,overspeeding,minor,5,2,0,No Festival,12,2024,13,1,0
Chandigarh,Punjab,30.668007,76.882678,2023-04-08,11:00,11,Saturday,1,urban,1,1,rain,medium,36,high,overspeeding,minor,2,1,0,No Festival,4,2023,8,0,0
Delhi,Delhi,28.833628,77.184891,2022-05-10,19:00,19,Tuesday,0,highway,4,1,rain,medium,19,high,distraction,minor,2,2,1,No Festival,5,2022,10,0,0
Pune,Maharashtra,18.402826,73.708001,2023-10-09,14:00,14,Monday,0,rural,6,0,clear,high,18,medium,drunk driving,minor,5,1,0,No Festival,10,2023,9,0,0
Delhi,Delhi,28.710588,77.053041,2024-04-07,8:00,8,Sunday,1,urban,5,0,fog,low,26,high,drunk driving,minor,3,2,1,No Festival,4,2024,7,0,0
Pune,Maharashtra,18.526653,73.926145,2024-12-06,22:00,22,Friday,0,rural,3,0,rain,medium,22,medium,drunk driving,minor,1,1,0,No Festival,12,2024,6,1,0
Bangalore,Karnataka,12.943912,77.539667,2024-03-17,18:00,18,Sunday,1,rural,6,0,clear,high,31,low,distraction,minor,2,1,1,No Festival,3,2024,17,0,0
Chennai,Tamil Nadu,12.88784,80.197874,2023-05-05,13:00,13,Friday,0,rural,2,0,clear,high,32,medium,poor road,minor,4,4,0,No Festival,5,2023,5,0,0
Chennai,Tamil Nadu,12.857455,80.136116,2023-02-18,2:00,2,Saturday,1,highway,3,1,clear,high,23,low,weather,minor,3,3,0,No Festival,2,2023,18,1,0
Bangalore,Karnataka,13.095385,77.519533,2023-10-13,18:00,18,Friday,0,rural,4,1,clear,high,38,low,drunk driving,fatal,2,2,1,No Festival,10,2023,13,0,1
Hyderabad,Telangana,17.515432,78.514541,2022-04-29,6:00,6,Friday,0,rural,6,1,clear,high,38,high,weather,major,2,2,0,No Festival,4,2022,29,0,1
Pune,Maharashtra,18.626101,73.710739,2025-01-11,21:00,21,Saturday,1,rural,5,1,clear,high,18,medium,overspeeding,major,5,2,0,No Festival,1,2025,11,1,1
Delhi,Delhi,28.691106,76.868821,2022-03-12,7:00,7,Saturday,1,rural,4,0,rain,medium,15,medium,distraction,minor,2,1,0,No Festival,3,2022,12,0,0
Mumbai,Maharashtra,19.281425,72.805939,2025-01-30,23:00,23,Thursday,0,highway,1,0,rain,low,30,medium,weather,minor,5,5,0,No Festival,1,2025,30,1,0
Kolkata,West Bengal,22.408229,88.426623,2022-03-28,11:00,11,Monday,0,highway,4,1,fog,low,24,medium,weather,minor,1,0,0,No Festival,3,2022,28,0,0
Kolkata,West Bengal,22.654819,88.497058,2024-04-22,1:00,1,Monday,0,highway,6,0,fog,low,38,low,weather,major,4,1,0,No Festival,4,2024,22,1,1
Chennai,Tamil Nadu,12.967702,80.295155,2024-08-13,12:00,12,Tuesday,0,highway,2,1,rain,low,31,high,poor road,major,2,2,0,No Festival,8,2024,13,0,1
Mumbai,Maharashtra,19.046182,72.996121,2022-03-07,6:00,6,Monday,0,urban,5,0,rain,low,39,medium,weather,minor,4,0,0,No Festival,3,2022,7,0,0
Bangalore,Karnataka,13.105758,77.730753,2022-03-12,6:00,6,Saturday,1,urban,4,0,rain,low,26,low,weather,minor,3,2,0,No Festival,3,2022,12,0,0
Kolkata,West Bengal,22.633254,88.470653,2022-05-06,3:00,3,Friday,0,urban,2,0,clear,high,35,low,weather,minor,4,2,0,No Festival,5,2022,6,1,0
Delhi,Delhi,28.44082,76.994879,2022-04-07,15:00,15,Thursday,0,urban,1,1,rain,low,40,low,overspeeding,fatal,3,3,0,No Festival,4,2022,7,0,1
Chennai,Tamil Nadu,13.126716,80.156956,2024-04-13,4:00,4,Saturday,1,rural,5,0,rain,low,16,low,drunk driving,major,2,1,0,No Festival,4,2024,13,1,1
Kolkata,West Bengal,22.536019,88.21941,2024-09-10,7:00,7,Tuesday,0,highway,3,0,fog,low,17,high,poor road,major,2,0,0,No Festival,9,2024,10,0,1
Chennai,Tamil Nadu,12.812191,80.142315,2022-08-21,20:00,20,Sunday,1,highway,3,1,clear,high,22,high,distraction,minor,2,2,0,No Festival,8,2022,21,1,0
Pune,Maharashtra,18.585553,73.983087,2023-03-27,10:00,10,Monday,0,highway,2,1,rain,low,36,medium,drunk driving,minor,3,3,1,No Festival,3,2023,27,0,0
Kolkata,West Bengal,22.625376,88.227941,2024-01-25,9:00,9,Thursday,0,urban,6,1,fog,low,24,high,distraction,minor,4,0,1,No Festival,1,2024,25,0,0
Delhi,Delhi,28.692924,77.064239,2025-04-12,0:00,0,Saturday,1,rural,1,0,rain,medium,38,low,drunk driving,minor,3,2,0,No Festival,4,2025,12,1,0
Pune,Maharashtra,18.614164,73.749016,2022-03-20,7:00,7,Sunday,1,urban,3,0,rain,low,20,medium,distraction,fatal,3,3,0,No Festival,3,2022,20,0,1
Chandigarh,Punjab,30.619786,76.734208,2025-01-07,6:00,6,Tuesday,0,rural,1,1,rain,medium,32,low,drunk driving,minor,3,2,0,No Festival,1,2025,7,0,0
Hyderabad,Telangana,17.422424,78.53867,2025-01-02,1:00,1,Thursday,0,urban,5,0,clear,high,16,medium,drunk driving,minor,4,2,0,No Festival,1,2025,2,1,0
Delhi,Delhi,28.715952,77.080629,2024-04-01,8:00,8,Monday,0,urban,5,0,clear,high,31,medium,distraction,minor,3,0,1,No Festival,4,2024,1,0,0
Delhi,Delhi,28.687013,77.237382,2024-12-21,14:00,14,Saturday,1,highway,6,0,fog,low,19,medium,drunk driving,major,1,1,0,No Festival,12,2024,21,0,1
Hyderabad,Telangana,17.548936,78.300124,2022-04-17,17:00,17,Sunday,1,rural,4,0,clear,high,17,low,distraction,minor,1,0,1,No Festival,4,2022,17,0,0
Chennai,Tamil Nadu,13.139122,80.24962,2023-08-04,14:00,14,Friday,0,rural,5,0,clear,high,25,low,drunk driving,minor,5,2,0,No Festival,8,2023,4,0,0
Bangalore,Karnataka,12.839324,77.446395,2023-05-24,19:00,19,Wednesday,0,urban,2,0,clear,high,21,medium,overspeeding,minor,3,3,1,No Festival,5,2023,24,0,0
Chandigarh,Punjab,30.62967,76.83567,2023-12-09,2:00,2,Saturday,1,urban,4,0,rain,medium,37,low,weather,fatal,4,4,0,No Festival,12,2023,9,1,1
Pune,Maharashtra,18.545105,73.759523,2022-06-13,6:00,6,Monday,0,urban,6,1,clear,high,15,medium,distraction,minor,3,2,0,No Festival,6,2022,13,0,0
Delhi,Delhi,28.579993,76.905247,2024-02-20,22:00,22,Tuesday,0,rural,6,1,clear,high,20,high,distraction,minor,5,2,0,No Festival,2,2024,20,1,0
Delhi,Delhi,28.430703,77.123374,2024-08-25,10:00,10,Sunday,1,highway,3,1,clear,high,21,high,drunk driving,minor,2,1,1,No Festival,8,2024,25,0,0
Hyderabad,Telangana,17.534242,78.343536,2024-08-23,3:00,3,Friday,0,highway,2,0,fog,low,29,low,weather,minor,5,3,0,No Festival,8,2024,23,1,0
Mumbai,Maharashtra,19.137861,72.718375,2025-03-19,9:00,9,Wednesday,0,highway,5,0,fog,low,29,high,overspeeding,major,3,1,1,No Festival,3,2025,19,0,1
Mumbai,Maharashtra,18.980842,72.939925,2022-09-16,13:00,13,Friday,0,rural,5,0,rain,low,19,medium,distraction,major,3,0,0,No Festival,9,2022,16,0,1
Delhi,Delhi,28.403892,77.045102,2022-01-05,6:00,6,Wednesday,0,urban,1,0,rain,medium,16,high,poor road,major,1,0,0,No Festival,1,2022,5,0,1
Kolkata,West Bengal,22.465801,88.449936,2024-01-05,6:00,6,Friday,0,rural,2,1,rain,medium,17,low,distraction,major,2,0,0,No Festival,1,2024,5,0,1
Mumbai,Maharashtra,18.922334,72.904991,2023-02-07,5:00,5,Tuesday,0,highway,6,0,rain,low,24,high,poor road,minor,3,1,0,No Festival,2,2023,7,1,0
Hyderabad,Telangana,17.298645,78.489225,2024-01-16,19:00,19,Tuesday,0,rural,5,0,clear,high,23,high,overspeeding,minor,2,1,1,No Festival,1,2024,16,0,0
Kolkata,West Bengal,22.615813,88.437786,2023-03-10,2:00,2,Friday,0,rural,4,0,rain,medium,25,low,overspeeding,major,5,4,0,No Festival,3,2023,10,1,1
Chennai,Tamil Nadu,13.179898,80.112331,2023-05-31,19:00,19,Wednesday,0,rural,6,0,clear,high,37,medium,weather,major,1,0,1,No Festival,5,2023,31,0,1
Pune,Maharashtra,18.610572,73.755597,2024-07-10,9:00,9,Wednesday,0,rural,3,1,clear,high,31,low,drunk driving,minor,2,1,1,No Festival,7,2024,10,0,0
Kolkata,West Bengal,22.63024,88.335925,2023-10-02,0:00,0,Monday,0,urban,6,1,fog,low,22,low,drunk driving,major,1,0,0,No Festival,10,2023,2,1,1
Mumbai,Maharashtra,19.054943,72.904033,2024-04-06,13:00,13,Saturday,1,urban,5,1,rain,low,25,medium,weather,minor,4,3,0,No Festival,4,2024,6,0,0
Hyderabad,Telangana,17.466157,78.242977,2023-09-19,2:00,2,Tuesday,0,urban,1,0,rain,low,23,low,poor road,fatal,5,5,0,No Festival,9,2023,19,1,1
Pune,Maharashtra,18.649613,73.803621,2023-06-29,20:00,20,Thursday,0,rural,6,1,rain,low,19,medium,weather,major,1,1,0,No Festival,6,2023,29,1,1
Bangalore,Karnataka,12.909141,77.632641,2022-09-23,4:00,4,Friday,0,urban,6,0,clear,high,24,low,overspeeding,minor,4,0,0,No Festival,9,2022,23,1,0
Chandigarh,Punjab,30.693505,76.835491,2023-07-16,2:00,2,Sunday,1,highway,2,1,rain,low,27,high,weather,minor,5,3,0,No Festival,7,2023,16,1,0
Pune,Maharashtra,18.611243,73.864142,2024-10-22,0:00,0,Tuesday,0,rural,6,0,fog,low,29,medium,poor road,minor,3,3,0,No Festival,10,2024,22,1,0
Pune,Maharashtra,18.572124,73.900149,2024-04-20,5:00,5,Saturday,1,rural,1,1,clear,high,33,low,poor road,minor,3,3,0,No Festival,4,2024,20,1,0
Chandigarh,Punjab,30.615197,76.737998,2024-12-13,13:00,13,Friday,0,rural,1,0,rain,low,32,medium,distraction,minor,5,5,0,No Festival,12,2024,13,0,0
Hyderabad,Telangana,17.543627,78.221727,2023-07-25,19:00,19,Tuesday,0,highway,2,0,clear,high,38,high,overspeeding,minor,5,1,1,No Festival,7,2023,25,0,0
Kolkata,West Bengal,22.550574,88.399896,2024-03-01,6:00,6,Friday,0,highway,5,1,rain,medium,16,high,overspeeding,minor,2,1,0,No Festival,3,2024,1,0,0
Chandigarh,Punjab,30.75073,76.861394,2024-07-15,18:00,18,Monday,0,urban,6,0,fog,low,35,high,drunk driving,major,1,0,1,No Festival,7,2024,15,0,1
Hyderabad,Telangana,17.370444,78.367408,2023-12-14,18:00,18,Thursday,0,rural,3,1,fog,low,40,medium,overspeeding,minor,1,0,1,No Festival,12,2023,14,0,0
Chandigarh,Punjab,30.619493,76.893162,2023-10-01,5:00,5,Sunday,1,highway,4,0,clear,high,16,low,poor road,minor,2,0,0,No Festival,10,2023,1,1,0
Delhi,Delhi,28.693914,76.898539,2025-02-03,8:00,8,Monday,0,urban,3,1,clear,high,39,medium,distraction,minor,4,3,1,No Festival,2,2025,3,0,0
Pune,Maharashtra,18.433714,73.833387,2024-08-28,3:00,3,Wednesday,0,highway,5,0,rain,medium,30,low,distraction,minor,5,3,0,No Festival,8,2024,28,1,0
Chandigarh,Punjab,30.722654,76.830244,2022-01-18,17:00,17,Tuesday,0,highway,4,0,clear,high,20,high,distraction,minor,2,0,1,No Festival,1,2022,18,0,0
Kolkata,West Bengal,22.460504,88.24774,2022-10-29,8:00,8,Saturday,1,highway,1,0,fog,low,23,medium,poor road,minor,2,2,1,No Festival,10,2022,29,0,0
Pune,Maharashtra,18.585559,73.982188,2024-02-07,5:00,5,Wednesday,0,highway,2,1,rain,medium,37,low,overspeeding,fatal,2,2,0,No Festival,2,2024,7,1,1
Pune,Maharashtra,18.538238,73.813961,2025-04-08,23:00,23,Tuesday,0,highway,2,0,rain,low,16,low,overspeeding,minor,1,1,0,No Festival,4,2025,8,1,0
Kolkata,West Bengal,22.528834,88.357787,2024-05-10,13:00,13,Friday,0,rural,6,0,rain,medium,20,low,weather,minor,1,0,0,No Festival,5,2024,10,0,0
Chandigarh,Punjab,30.614634,76.806038,2024-04-12,16:00,16,Friday,0,highway,3,1,rain,medium,38,high,poor road,major,4,0,0,No Festival,4,2024,12,0,1
Bangalore,Karnataka,12.946063,77.608696,2023-01-28,7:00,7,Saturday,1,urban,3,0,clear,high,38,medium,poor road,major,4,0,0,No Festival,1,2023,28,0,1
Delhi,Delhi,28.490275,77.267064,2023-04-20,15:00,15,Thursday,0,highway,5,0,rain,low,37,high,poor road,fatal,1,1,0,No Festival,4,2023,20,0,1
Bangalore,Karnataka,13.032868,77.776472,2025-04-04,10:00,10,Friday,0,highway,3,1,clear,high,27,medium,overspeeding,major,1,1,1,No Festival,4,2025,4,0,1
Chandigarh,Punjab,30.765287,76.88494,2022-07-03,16:00,16,Sunday,1,highway,4,1,rain,low,19,low,overspeeding,major,3,1,0,No Festival,7,2022,3,0,1
Chennai,Tamil Nadu,13.175725,80.196125,2022-08-02,14:00,14,Tuesday,0,rural,4,0,rain,medium,39,medium,distraction,fatal,5,5,0,No Festival,8,2022,2,0,1
Delhi,Delhi,28.641774,76.888023,2024-05-12,6:00,6,Sunday,1,highway,1,0,fog,low,38,medium,poor road,major,1,0,0,No Festival,5,2024,12,0,1
Hyderabad,Telangana,17.301039,78.405088,2022-08-23,0:00,0,Tuesday,0,highway,5,0,fog,low,20,low,overspeeding,minor,3,1,0,No Festival,8,2022,23,1,0
Hyderabad,Telangana,17.219953,78.459749,2023-12-18,9:00,9,Monday,0,urban,5,1,clear,high,30,medium,poor road,minor,3,0,1,No Festival,12,2023,18,0,0
Mumbai,Maharashtra,19.012887,72.733619,2024-09-06,13:00,13,Friday,0,highway,4,1,clear,high,21,high,weather,minor,3,2,0,No Festival,9,2024,6,0,0
Delhi,Delhi,28.727522,77.119583,2023-07-08,20:00,20,Saturday,1,rural,6,1,fog,low,32,low,drunk driving,fatal,3,3,0,No Festival,7,2023,8,1,1
Delhi,Delhi,28.69643,77.022839,2024-10-13,4:00,4,Sunday,1,highway,4,1,rain,low,18,low,overspeeding,major,4,0,0,No Festival,10,2024,13,1,1
Hyderabad,Telangana,17.530286,78.584549,2022-04-06,1:00,1,Wednesday,0,urban,2,1,clear,high,39,low,distraction,major,5,4,0,No Festival,4,2022,6,1,1
Delhi,Delhi,28.81794,77.297853,2022-01-02,5:00,5,Sunday,1,rural,1,0,clear,high,19,high,weather,minor,2,2,0,No Festival,1,2022,2,1,0
Chandigarh,Punjab,30.765594,76.750181,2022-02-18,10:00,10,Friday,0,rural,4,1,rain,low,39,medium,distraction,minor,4,2,1,No Festival,2,2022,18,0,0
Kolkata,West Bengal,22.602428,88.460649,2024-01-08,8:00,8,Monday,0,urban,6,0,rain,medium,28,high,distraction,minor,5,5,1,No Festival,1,2024,8,0,0
Chandigarh,Punjab,30.736935,76.705316,2024-03-23,2:00,2,Saturday,1,urban,3,1,fog,low,31,high,drunk driving,major,3,3,0,No Festival,3,2024,23,1,1
Chandigarh,Punjab,30.613061,76.829042,2022-06-22,2:00,2,Wednesday,0,highway,3,1,fog,low,15,low,weather,minor,4,4,0,No Festival,6,2022,22,1,0
Kolkata,West Bengal,22.552062,88.252584,2023-12-11,4:00,4,Monday,0,rural,1,0,fog,low,25,low,distraction,minor,4,1,0,No Festival,12,2023,11,1,0
Kolkata,West Bengal,22.4286,88.429138,2024-11-27,0:00,0,Wednesday,0,rural,1,1,rain,low,39,medium,distraction,major,4,2,0,No Festival,11,2024,27,1,1
Hyderabad,Telangana,17.223218,78.377436,2022-09-05,20:00,20,Monday,0,urban,1,0,rain,medium,28,high,weather,major,3,2,0,No Festival,9,2022,5,1,1
Hyderabad,Telangana,17.242781,78.382879,2024-03-13,21:00,21,Wednesday,0,highway,6,0,clear,high,22,medium,weather,minor,2,1,0,No Festival,3,2024,13,1,0
Bangalore,Karnataka,13.193545,77.624219,2024-02-11,14:00,14,Sunday,1,rural,4,1,clear,high,21,high,poor road,minor,3,1,0,No Festival,2,2024,11,0,0
Kolkata,West Bengal,22.406597,88.467726,2024-12-12,4:00,4,Thursday,0,rural,4,0,fog,low,18,low,poor road,minor,2,1,0,No Festival,12,2024,12,1,0
Hyderabad,Telangana,17.540138,78.573296,2023-03-30,2:00,2,Thursday,0,rural,2,1,clear,high,25,low,weather,minor,2,1,0,No Festival,3,2023,30,1,0
Delhi,Delhi,28.856106,76.898813,2023-06-11,2:00,2,Sunday,1,urban,5,0,clear,high,18,low,distraction,fatal,1,1,0,No Festival,6,2023,11,1,1
Hyderabad,Telangana,17.36443,78.212146,2023-10-27,17:00,17,Friday,0,urban,2,1,fog,low,26,low,drunk driving,fatal,2,2,1,No Festival,10,2023,27,0,1
Kolkata,West Bengal,22.560263,88.448237,2024-11-01,16:00,16,Friday,0,urban,6,0,fog,low,19,high,weather,major,1,1,0,Diwali,11,2024,1,0,1
Chennai,Tamil Nadu,12.965027,80.149211,2022-07-08,13:00,13,Friday,0,highway,5,0,fog,low,26,medium,drunk driving,major,4,3,0,No Festival,7,2022,8,0,1
Mumbai,Maharashtra,19.052861,72.902137,2024-10-01,0:00,0,Tuesday,0,urban,5,0,fog,low,29,medium,drunk driving,minor,1,0,0,No Festival,10,2024,1,1,0
Chandigarh,Punjab,30.786314,76.741919,2023-10-30,15:00,15,Monday,0,urban,4,0,rain,medium,32,low,overspeeding,major,1,1,0,No Festival,10,2023,30,0,1
Chandigarh,Punjab,30.712634,76.740554,2025-03-05,7:00,7,Wednesday,0,rural,5,0,rain,low,23,low,overspeeding,major,5,2,0,No Festival,3,2025,5,0,1
Hyderabad,Telangana,17.468422,78.408326,2024-07-04,18:00,18,Thursday,0,highway,2,0,clear,high,24,high,drunk driving,minor,1,1,1,No Festival,7,2024,4,0,0
Mumbai,Maharashtra,18.946658,72.948144,2022-06-05,14:00,14,Sunday,1,rural,5,1,rain,low,19,high,weather,minor,1,1,0,No Festival,6,2022,5,0,0
Chennai,Tamil Nadu,12.965089,80.146046,2024-01-18,5:00,5,Thursday,0,urban,6,1,fog,low,30,low,drunk driving,minor,2,2,0,No Festival,1,2024,18,1,0
Chennai,Tamil Nadu,13.171261,80.192267,2023-08-29,16:00,16,Tuesday,0,urban,1,1,fog,low,38,low,weather,minor,2,0,0,No Festival,8,2023,29,0,0
Chandigarh,Punjab,30.624957,76.830414,2024-01-09,16:00,16,Tuesday,0,highway,1,1,fog,low,25,medium,weather,minor,2,0,0,No Festival,1,2024,9,0,0
Pune,Maharashtra,18.413276,73.774337,2024-02-17,12:00,12,Saturday,1,rural,2,0,clear,high,39,low,overspeeding,minor,5,5,0,No Festival,2,2024,17,0,0
Bangalore,Karnataka,13.108007,77.795669,2024-03-04,2:00,2,Monday,0,urban,5,0,rain,low,24,low,weather,minor,3,0,0,No Festival,3,2024,4,1,0
Chennai,Tamil Nadu,12.806813,80.192773,2023-05-30,5:00,5,Tuesday,0,urban,2,0,fog,low,20,low,distraction,minor,5,2,0,No Festival,5,2023,30,1,0
Mumbai,Maharashtra,19.122902,72.731496,2023-10-12,15:00,15,Thursday,0,urban,1,0,fog,low,15,medium,poor road,minor,4,2,0,No Festival,10,2023,12,0,0
Kolkata,West Bengal,22.674003,88.408707,2022-09-12,7:00,7,Monday,0,highway,6,1,rain,medium,15,low,poor road,minor,2,0,0,No Festival,9,2022,12,0,0
Chandigarh,Punjab,30.777513,76.72042,2023-01-05,18:00,18,Thursday,0,highway,1,0,rain,medium,17,high,poor road,major,5,3,1,No Festival,1,2023,5,0,1
Chandigarh,Punjab,30.618663,76.758821,2024-07-11,20:00,20,Thursday,0,highway,5,0,clear,high,28,medium,weather,fatal,5,5,0,No Festival,7,2024,11,1,1
Chandigarh,Punjab,30.639535,76.702109,2024-05-16,6:00,6,Thursday,0,rural,2,0,fog,low,30,medium,poor road,minor,2,2,0,No Festival,5,2024,16,0,0
Chandigarh,Punjab,30.740145,76.727625,2023-05-31,9:00,9,Wednesday,0,highway,3,1,clear,high,17,low,drunk driving,major,2,2,1,No Festival,5,2023,31,0,1
Kolkata,West Bengal,22.492661,88.313215,2023-01-29,3:00,3,Sunday,1,rural,6,1,clear,high,16,medium,drunk driving,minor,5,3,0,No Festival,1,2023,29,1,0
Hyderabad,Telangana,17.292564,78.292354,2022-12-25,5:00,5,Sunday,1,highway,1,1,clear,high,26,medium,overspeeding,minor,5,0,0,No Festival,12,2022,25,1,0
Kolkata,West Bengal,22.677886,88.316457,2022-12-01,12:00,12,Thursday,0,rural,3,1,fog,low,38,medium,drunk driving,fatal,2,2,0,No Festival,12,2022,1,0,1
Delhi,Delhi,28.519644,76.98536,2023-10-05,17:00,17,Thursday,0,rural,3,0,clear,high,23,high,poor road,major,5,3,1,No Festival,10,2023,5,0,1
Delhi,Delhi,28.894268,77.21083,2023-04-28,15:00,15,Friday,0,rural,6,1,clear,high,26,high,weather,major,4,3,0,No Festival,4,2023,28,0,1
Chennai,Tamil Nadu,13.131103,80.257868,2025-02-24,23:00,23,Monday,0,urban,4,0,fog,low,33,low,poor road,major,2,2,0,No Festival,2,2025,24,1,1
Hyderabad,Telangana,17.453878,78.508021,2022-12-25,22:00,22,Sunday,1,urban,5,0,clear,high,33,medium,weather,major,4,2,0,No Festival,12,2022,25,1,1
Hyderabad,Telangana,17.509775,78.292605,2022-06-30,10:00,10,Thursday,0,rural,4,0,clear,high,32,high,weather,minor,1,1,1,No Festival,6,2022,30,0,0
Chennai,Tamil Nadu,12.975673,80.121732,2024-08-10,2:00,2,Saturday,1,urban,2,1,clear,high,20,low,weather,major,5,1,0,No Festival,8,2024,10,1,1
Kolkata,West Bengal,22.513779,88.473297,2022-03-23,4:00,4,Wednesday,0,urban,1,1,fog,low,38,low,poor road,fatal,1,1,0,No Festival,3,2022,23,1,1
Kolkata,West Bengal,22.533639,88.281142,2022-09-17,7:00,7,Saturday,1,urban,4,0,rain,low,17,low,drunk driving,minor,1,0,0,No Festival,9,2022,17,0,0
Pune,Maharashtra,18.642646,73.924923,2024-12-15,19:00,19,Sunday,1,urban,4,1,clear,high,26,low,poor road,fatal,3,3,1,No Festival,12,2024,15,0,1
Delhi,Delhi,28.809086,76.830725,2023-11-02,4:00,4,Thursday,0,urban,3,0,fog,low,22,high,poor road,fatal,1,1,0,No Festival,11,2023,2,1,1
Bangalore,Karnataka,12.980824,77.504584,2025-01-17,9:00,9,Friday,0,urban,2,0,fog,low,20,medium,drunk driving,minor,4,0,1,No Festival,1,2025,17,0,0
Delhi,Delhi,28.720607,76.841363,2022-04-21,11:00,11,Thursday,0,highway,6,1,clear,high,16,low,distraction,minor,3,1,0,No Festival,4,2022,21,0,0
Mumbai,Maharashtra,19.121712,72.877941,2022-08-05,12:00,12,Friday,0,rural,4,1,rain,low,34,medium,weather,major,5,2,0,No Festival,8,2022,5,0,1
Hyderabad,Telangana,17.336724,78.30013,2024-05-21,2:00,2,Tuesday,0,rural,5,0,clear,high,19,low,drunk driving,major,5,2,0,No Festival,5,2024,21,1,1
Hyderabad,Telangana,17.2624,78.432108,2022-04-17,4:00,4,Sunday,1,urban,6,1,clear,high,23,low,overspeeding,minor,3,0,0,No Festival,4,2022,17,1,0
Delhi,Delhi,28.496241,77.025178,2025-02-23,17:00,17,Sunday,1,highway,5,0,clear,high,34,medium,poor road,major,4,4,1,No Festival,2,2025,23,0,1
Chennai,Tamil Nadu,12.831189,80.192564,2022-09-26,16:00,16,Monday,0,highway,2,0,rain,low,27,low,drunk driving,fatal,2,2,0,No Festival,9,2022,26,0,1
Bangalore,Karnataka,13.167449,77.673734,2022-11-15,23:00,23,Tuesday,0,rural,3,1,rain,low,15,medium,overspeeding,major,1,0,0,No Festival,11,2022,15,1,1
Hyderabad,Telangana,17.404999,78.497537,2022-06-28,22:00,22,Tuesday,0,rural,2,1,fog,low,28,low,distraction,minor,1,0,0,No Festival,6,2022,28,1,0
Kolkata,West Bengal,22.646616,88.400444,2022-08-31,14:00,14,Wednesday,0,urban,5,1,clear,high,33,high,drunk driving,minor,1,1,0,No Festival,8,2022,31,0,0
Hyderabad,Telangana,17.534738,78.538544,2023-10-02,3:00,3,Monday,0,highway,3,0,fog,low,32,low,weather,minor,3,0,0,No Festival,10,2023,2,1,0
Chandigarh,Punjab,30.740467,76.723661,2024-07-02,8:00,8,Tuesday,0,urban,4,0,clear,high,19,low,poor road,minor,3,0,1,No Festival,7,2024,2,0,0
Mumbai,Maharashtra,19.171503,72.758635,2024-10-31,0:00,0,Thursday,0,urban,4,1,clear,high,32,medium,poor road,major,5,0,0,No Festival,10,2024,31,1,1
Mumbai,Maharashtra,19.295398,72.807004,2022-02-26,17:00,17,Saturday,1,urban,6,0,clear,high,16,low,drunk driving,minor,4,2,1,No Festival,2,2022,26,0,0
Delhi,Delhi,28.687653,77.292098,2024-09-29,17:00,17,Sunday,1,highway,3,0,rain,medium,26,high,weather,minor,2,2,1,No Festival,9,2024,29,0,0
Hyderabad,Telangana,17.348738,78.496374,2024-09-02,11:00,11,Monday,0,urban,3,1,clear,high,17,medium,weather,minor,5,4,0,No Festival,9,2024,2,0,0
Chennai,Tamil Nadu,12.992053,80.168095,2022-01-26,1:00,1,Wednesday,0,rural,5,0,fog,low,40,low,weather,major,5,5,0,No Festival,1,2022,26,1,1
Pune,Maharashtra,18.487289,73.827835,2025-02-15,15:00,15,Saturday,1,rural,4,1,rain,medium,35,medium,weather,minor,5,4,0,No Festival,2,2025,15,0,0
Mumbai,Maharashtra,19.289213,72.737717,2024-07-25,1:00,1,Thursday,0,highway,1,1,rain,low,26,low,distraction,minor,1,0,0,No Festival,7,2024,25,1,0
Chandigarh,Punjab,30.686486,76.894789,2024-07-02,18:00,18,Tuesday,0,urban,5,0,rain,low,36,high,distraction,minor,2,2,1,No Festival,7,2024,2,0,0
Bangalore,Karnataka,13.156897,77.578142,2023-04-08,2:00,2,Saturday,1,urban,2,1,fog,low,26,low,poor road,major,5,0,0,No Festival,4,2023,8,1,1
